"sigma","index","singular_value","normalized_singular_value"
1,37,4.35341505678202e-16,1.48709678427862e-16
1,38,4.09686516225692e-16,1.3994610963924e-16
1,39,3.91029506694586e-16,1.33573002890611e-16
1,40,3.89215244623868e-16,1.32953263385874e-16
1,41,3.70444149944514e-16,1.26541185931516e-16
1,42,3.51412430254995e-16,1.20040080757662e-16
1,43,3.43133954632713e-16,1.17212210151241e-16
1,44,3.02670252727453e-16,1.0339008655437e-16
1,45,2.971560490073e-16,1.0150647230828e-16
1,46,2.6896813418367e-16,9.1877673550754e-17
1,47,2.432450540962e-16,8.30908454673105e-17
1,48,2.27621270056749e-16,7.7753867784207e-17
1,49,2.14938182362845e-16,7.34214118436819e-17
1,50,1.98975224239811e-16,6.79685746152725e-17
1,51,1.94731080384593e-16,6.65188041254871e-17
1,52,1.85709994176549e-16,6.34372628261377e-17
1,53,1.82142773888056e-16,6.2218724793205e-17
1,54,1.73192636430028e-16,5.9161419101217e-17
1,55,1.55283448863673e-16,5.30437632169066e-17
1,56,1.48389511746172e-16,5.06888414865553e-17
1,57,1.4391205913138e-16,4.91593743214973e-17
1,58,1.2642500402756e-16,4.31859159968926e-17
1,59,1.2503436072559e-16,4.27108817638906e-17
1,60,1.14563232409963e-16,3.91340160061265e-17
1,61,1.1104546978425e-16,3.79323723722619e-17
1,62,1.06114801316508e-16,3.62480897740979e-17
1,63,1.03771116869079e-16,3.54475032093717e-17
1,64,9.94775321924684e-17,3.39808440734208e-17
1,65,9.61435103450484e-17,3.28419650317156e-17
1,66,8.84315893239337e-17,3.02076255989882e-17
1,67,8.24338974576249e-17,2.8158855111647e-17
1,68,7.73925956657729e-17,2.64367809272519e-17
1,69,7.1842944370908e-17,2.4541058032279e-17
1,70,6.87244136046061e-17,2.34757892688477e-17
1,71,6.84066914921944e-17,2.33672575700551e-17
1,72,6.4423004147728e-17,2.2006457241518e-17
1,73,6.39656597142617e-17,2.18502315135678e-17
1,74,5.96610576476065e-17,2.03798089125916e-17
1,75,5.4934390312432e-17,1.87652117049253e-17
1,76,5.29096495535623e-17,1.80735741210422e-17
1,77,4.78265271547615e-17,1.63372143035754e-17
1,78,4.60195152916491e-17,1.57199514201291e-17
1,79,4.33865326226517e-17,1.48205425631612e-17
1,80,4.07204295637141e-17,1.39098200076987e-17
1,81,3.88531240298496e-17,1.32719612190335e-17
1,82,3.56727920057141e-17,1.21855815689558e-17
1,83,3.44750212058366e-17,1.17764312624565e-17
1,84,3.39116265158062e-17,1.15839794927778e-17
1,85,3.10154123994029e-17,1.05946525751947e-17
1,86,2.81339767240173e-17,9.61037387190497e-18
1,87,2.65964097240146e-17,9.08515150934734e-18
1,88,2.47308682138066e-17,8.44789529908854e-18
1,89,2.40134912136861e-17,8.20284422629161e-18
1,90,2.3505221901509e-17,8.02922290835443e-18
1,91,2.16820528077583e-17,7.40644082551834e-18
1,92,2.03987771744852e-17,6.96808265321159e-18
1,93,1.86451670104962e-17,6.36906142465135e-18
1,94,1.62468506082621e-17,5.54981295811956e-18
1,95,1.55852151084595e-17,5.32380280028077e-18
1,96,1.46945119528093e-17,5.01954469917213e-18
1,97,1.30937590496265e-17,4.4727384645956e-18
1,98,1.12129202013412e-17,3.83025678835984e-18
1,99,1.04038321287456e-17,3.55387784096757e-18
1,100,9.20862700652273e-18,3.14560395239311e-18
1,101,7.92418670007865e-18,2.70684793570336e-18
1,102,6.97898431402884e-18,2.38397327053735e-18
1,103,6.32940744732531e-18,2.1620822592239e-18
1,104,5.94044890270273e-18,2.02921668280135e-18
1,105,5.32245221701078e-18,1.81811324515517e-18
1,106,4.73834253246398e-18,1.61858537514371e-18
1,107,4.06906656136754e-18,1.38996528460996e-18
1,108,3.60011142449395e-18,1.229773419851e-18
1,109,3.21864445400266e-18,1.09946691387189e-18
1,110,2.80940153653848e-18,9.59672334533152e-19
1,111,2.50830368042084e-18,8.56819367897642e-19
1,112,2.22075719931213e-18,7.58595458206045e-19
1,113,2.02549972979728e-18,6.91896843156797e-19
1,114,1.45173988273029e-18,4.95904406783817e-19
1,115,1.37832925930696e-18,4.70827840317993e-19
1,116,1.33283546159656e-18,4.55287470425082e-19
1,117,1.07053699129161e-18,3.65688108401462e-19
1,118,1.02641939598189e-18,3.50617839828521e-19
1,119,8.30204976960165e-19,2.8359233737804e-19
1,120,7.03386490550035e-19,2.40272010492648e-19
1,121,6.3462412485489e-19,2.16783257049454e-19
1,122,5.58817603557103e-19,1.9088826826963e-19
1,123,4.54896916234745e-19,1.55389672817227e-19
1,124,4.25639860568483e-19,1.45395662866125e-19
1,125,3.5896668084795e-19,1.22620561051384e-19
1,126,3.14186501907245e-19,1.07323958445483e-19
1,127,2.63937500518632e-19,9.01592435254553e-20
1,128,2.16689442707879e-19,7.40196303901714e-20
1,129,2.0041369221117e-19,6.8459945427978e-20
1,130,1.60293930859365e-19,5.47553095698948e-20
1,131,1.38808813949373e-19,4.74161406990277e-20
1,132,1.20255675869814e-19,4.10785157272464e-20
1,133,9.34402395827701e-20,3.19185462432048e-20
1,134,9.20876264138363e-20,3.14565028433317e-20
1,135,7.92347456808668e-20,2.70660467628945e-20
1,136,7.67698643469707e-20,2.62240601713438e-20
1,137,6.43797865517074e-20,2.19916944065418e-20
1,138,5.3509198794585e-20,1.82783760378621e-20
1,139,4.85068805656005e-20,1.65696183717002e-20
1,140,3.67720701297346e-20,1.25610874515644e-20
1,141,3.0042017615281e-20,1.02621475798242e-20
1,142,2.33822902416969e-20,7.98723029482962e-21
1,143,2.05461224574398e-20,7.01841479329069e-21
1,144,1.4245243889754e-20,4.86607780407153e-21
1,145,1.26585149470362e-20,4.32406205839584e-21
1,146,1.00515751306219e-20,3.43354926160699e-21
1,147,9.11453087504055e-21,3.11346135796664e-21
1,148,6.61599009962024e-21,2.25997693159011e-21
1,149,5.69493664838596e-21,1.94535137725768e-21
1,150,4.81220581547664e-21,1.64381656702679e-21
1,151,3.84984067866033e-21,1.31507922367795e-21
1,152,3.33353559449813e-21,1.1387129410355e-21
1,153,2.22613807686738e-21,7.60433529146824e-22
1,154,1.70885003019606e-21,5.83731473239636e-22
1,155,1.28024271045414e-21,4.37322146632117e-22
1,156,1.07890582390211e-21,3.68546844336566e-22
1,157,9.63777266308609e-22,3.29219717117391e-22
1,158,6.27894859276234e-22,2.14484585989595e-22
1,159,5.64760049875142e-22,1.92918167255838e-22
1,160,3.52281165689839e-22,1.20336834835713e-22
1,161,3.12626460391574e-22,1.06791058942211e-22
1,162,2.09654731544872e-22,7.16166212094734e-23
1,163,1.53814193312408e-22,5.25418755776458e-23
1,164,1.2011027861537e-22,4.10288490203723e-23
1,165,8.25827765937455e-23,2.82097112054683e-23
1,166,7.15797339593433e-23,2.44511471573633e-23
1,167,4.56208714414495e-23,1.55837774096174e-23
1,168,4.12087166269503e-23,1.40766155261761e-23
1,169,2.92351972486354e-23,9.98654326526203e-24
1,170,2.47469894117025e-23,8.45340218994019e-24
1,171,1.78060306268991e-23,6.08241817990158e-24
1,172,1.50486262512136e-23,5.14050771959533e-24
1,173,1.10779423172717e-23,3.78414926708508e-24
1,174,8.65476708883471e-24,2.956409195681e-24
1,175,7.05324842986526e-24,2.40934138416934e-24
1,176,5.03561489178246e-24,1.72013157825814e-24
1,177,3.58416528568419e-24,1.22432632798488e-24
1,178,3.18185674716429e-24,1.08690048502769e-24
1,179,2.3890088453641e-24,8.16069068815189e-25
1,180,1.93895059703912e-24,6.62332251835265e-25
1,181,1.25297898060642e-24,4.28009043136316e-25
1,182,8.56779046921497e-25,2.9266985777737e-25
1,183,6.69305049756342e-25,2.28630023604922e-25
1,184,6.24800478262697e-25,2.13427566616404e-25
1,185,4.11937662666743e-25,1.4071508585441e-25
1,186,2.95228628208659e-25,1.00848078556656e-25
1,187,2.08386035898615e-25,7.11832434609312e-26
1,188,1.65885206021436e-25,5.66652508929899e-26
1,189,1.19735630576179e-25,4.09008718146498e-26
1,190,1.15675803126759e-25,3.95140625474396e-26
1,191,6.85360701495257e-26,2.34114524338028e-26
1,192,5.84003582781461e-26,1.99491626374689e-26
1,193,3.78220584764326e-26,1.29197562836281e-26
1,194,3.06874314762141e-26,1.04826165368623e-26
1,195,1.58702655830399e-26,5.42117409122745e-27
1,196,1.56094318290298e-26,5.33207506626418e-27
1,197,1.03175425892392e-26,3.52440192492391e-27
1,198,8.06804769402801e-27,2.75598986650822e-27
1,199,5.56618506189245e-27,1.90137071661587e-27
1,200,5.21490610814296e-27,1.78137623051884e-27
1,201,3.04551459852908e-27,1.04032694031566e-27
1,202,2.49769822741908e-27,8.53196617746548e-28
1,203,1.28807679363851e-27,4.39998215823612e-28
1,204,1.24508238735084e-27,4.25311620932377e-28
1,205,8.47273156825939e-28,2.89422710788528e-28
1,206,3.86176630543454e-28,1.31915293615312e-28
1,207,1.87658067436714e-28,6.41027113172523e-29
1,208,1.13716885245201e-28,3.88449096078886e-29
1,209,5.84702931774817e-29,1.99730519203776e-29
1,210,2.89798524113493e-29,9.89931921668004e-30
1,211,1.46425207706158e-29,5.0017848672144e-30
1,212,1.00089163629465e-29,3.41897731856829e-30
1,213,8.00914794984415e-30,2.73587011706366e-30
1,214,5.92616516953253e-30,2.02433745732254e-30
1,215,4.57971164963616e-30,1.56439815139783e-30
1,216,3.80057289280032e-30,1.29824968526607e-30
1,217,2.15094982145067e-30,7.34749735759945e-31
1,218,6.76257817131029e-31,2.31005041348435e-31
1,219,6.50814193814519e-32,2.2231367378507e-32
1,220,3.72349062639401e-32,1.27191891068965e-32
1,221,1.17737188162971e-32,4.02182175656328e-33
1,222,6.72043562276778e-33,2.2956548073679e-33
1,223,3.02959043295856e-33,1.03488735435766e-33
1,224,1.07620667220032e-33,3.67624832590923e-34
1,225,4.73574599473406e-34,1.61769841562846e-34
1,226,2.87404112162476e-34,9.81752774340783e-35
1,227,1.82517740292776e-34,6.2346810750413e-35
1,228,1.13161532104048e-34,3.86552047762619e-35
1,229,4.54972359418674e-35,1.55415443692449e-35
1,230,2.2711736874311e-35,7.75817385446718e-36
1,231,7.85254463921372e-36,2.68237549810168e-36
1,232,3.99255897376173e-36,1.36383081637812e-36
1,233,1.91107422307827e-36,6.52809873303968e-37
1,234,6.82386307107958e-37,2.33098491575051e-37
1,235,2.93590707361141e-37,1.0028857600671e-37
1,236,9.60906820204148e-38,3.28239192376306e-38
1,237,5.48760538191682e-38,1.87452843581396e-38
1,238,2.06484556215932e-38,7.05337110169518e-39
1,239,6.9372210092797e-39,2.3697072115048e-39
1,240,2.47282946851972e-39,8.44701619933136e-40
