"required_revenue","lambda","achieved_revenue","welfare","efficiency","build_probability","channel","epsilon"
0.392394209147436,51.8120854786384,0.392487672823902,87.5839118203076,0.875442433628701,0.874600000000006,"Logistic",1
0.403935215298831,53.1241818216493,0.403937274317828,86.9816033052532,0.869422076450589,0.868550000000006,"Logistic",1
0.415476221450226,54.6187398765732,0.415564640604343,86.3503916549141,0.863112818827553,0.862250000000007,"Logistic",1
0.427017227601621,55.95227323998,0.42706604661091,85.7111057485425,0.856722855214067,0.855850000000008,"Logistic",1
0.438558233753017,57.7298739982621,0.438603811239014,85.0566497061224,0.850181258948594,0.849250000000008,"Logistic",1
0.450099239904412,59.4690866919387,0.450130170767191,84.3837865893831,0.843455675309148,0.842450000000009,"Logistic",1
0.461640246055807,61.176814020163,0.461677215834364,83.6898408626005,0.836519361056513,0.83545000000001,"Logistic",1
0.473181252207202,63.2825824569427,0.473183248203161,82.9727585341704,0.829351785577571,0.828250000000011,"Logistic",1
0.484722258358597,65.4053119656878,0.484777372858534,82.2262952021125,0.821890533134633,0.820750000000012,"Logistic",1
0.496263264509992,67.3427463220494,0.49631618054428,81.4585878670343,0.814216936879714,0.813050000000012,"Logistic",1
0.507804270661388,70.1485246756031,0.507814188702876,80.6692552204269,0.806327185454746,0.805100000000013,"Logistic",1
0.519345276812783,72.9999137757194,0.519358423060858,79.8498297531054,0.798136642118875,0.796800000000014,"Logistic",1
0.530886282964178,75.4257242617165,0.530898518781844,78.9966439303111,0.789608648135495,0.788200000000015,"Logistic",1
0.542427289115573,78.7578128487185,0.542454592736484,78.1017726956794,0.78066398883508,0.779250000000016,"Logistic",1
0.553968295266968,82.4233804811405,0.554008390498413,77.1733364928112,0.77138383187457,0.769900000000017,"Logistic",1
0.565509301418364,86.1407507987048,0.565523898838703,76.2041323147122,0.761696179807842,0.760150000000018,"Logistic",1
0.577050307569759,90.2969053196911,0.577062115095957,75.1860372957908,0.751519840769019,0.749950000000019,"Logistic",1
0.588591313721154,94.9923192597242,0.5886330405453,74.1172403333789,0.740836711934256,0.73920000000002,"Logistic",1
0.600132319872549,100.296850325152,0.600136702607689,72.9950190497046,0.729619581856013,0.727950000000022,"Logistic",1
0.611673326023944,107.192800945978,0.611705703174575,71.7935024299955,0.717609857561425,0.715900000000023,"Logistic",1
0.623214332175339,115.24705225254,0.62322181237318,70.5130097908943,0.70481073077067,0.703100000000024,"Logistic",1
0.634755338326735,124.076239513188,0.634781000887235,69.125705907771,0.690943975308596,0.689250000000026,"Logistic",1
0.64629634447813,136.390300624598,0.6463238353649,67.6220018999389,0.675913745798244,0.674200000000028,"Logistic",1
0.657837350629525,151.902120167537,0.657853960157488,65.965827526617,0.659359503200938,0.65760000000003,"Logistic",1
0.66937835678092,171.883853748042,0.669387863339559,64.1047823219549,0.640757480190078,0.638950000000032,"Logistic",1
0.680919362932315,210.103419769249,0.680939696007716,61.9217004229283,0.618936548802409,0.617050000000034,"Logistic",1
0.69246036908371,283.781248095513,0.692473994628173,59.1481066087128,0.591213172806187,0.589250000000037,"Logistic",1
0,0,0.0777296511772863,100.045312468203,1,1,"Laplace",2
0.0222675396627036,0,0.0777296511772863,100.045312468203,1,1,"Laplace",2
0.0445350793254073,0,0.0777296511772863,100.045312468203,1,1,"Laplace",2
0.0668026189881109,0,0.0777296511772863,100.045312468203,1,1,"Laplace",2
0.0890701586508145,6.20911349440823,0.0891454906611229,99.979521872799,0.999342392024363,0.9993,"Laplace",2
0.111337698313518,7.13074135322983,0.111701124188074,99.8233385186357,0.997781265867523,0.9977,"Laplace",2
0.133605237976222,7.61575158549064,0.13372694165287,99.6612305760391,0.996160920659965,0.996,"Laplace",2
0.155872777638925,8.03939439949595,0.156399726069073,99.4820393981756,0.994369820473032,0.99415,"Laplace",2
0.178140317301629,8.44191751366012,0.178503564767966,99.2983635658265,0.992533894053116,0.99225,"Laplace",2
0.200407856964333,8.75227165629538,0.200933306947438,99.1047883783181,0.990599018917713,0.99025,"Laplace",2
0.222675396627036,9.04240854399817,0.223118533629744,98.9060113922578,0.988612149356748,0.9882,"Laplace",2
0.24494293628974,9.40231418060513,0.245108327686022,98.7005397069135,0.986558363124538,0.9861,"Laplace",2
0.267210475952444,9.67985769931644,0.267332366859392,98.4887601943215,0.984441527189229,0.9839,"Laplace",2
0.289478015615147,9.96113717362572,0.289485301922364,98.2707089316173,0.982262002158773,0.98165,"Laplace",2
0.311745555277851,10.1736128014122,0.312069183709648,98.0429771565034,0.979985715849144,0.9793,"Laplace",2
0.334013094940554,10.3868069844778,0.334183350130795,97.8150857766432,0.977707834214933,0.97695,"Laplace",2
0.356280634603258,10.6175085557748,0.356353440406245,97.5846335161994,0.975404355373613,0.97455,"Laplace",2
0.378548174265962,10.8759295082926,0.378917827429757,97.3398353539306,0.972957482489422,0.97205,"Laplace",2
0.400815713928665,11.13354420472,0.400953774535148,97.0955580499505,0.97051581582905,0.96955,"Laplace",2
0.423083253591369,11.3849214951187,0.423386192032374,96.8412639632792,0.967974026709724,0.96695,"Laplace",2
0.445350793254073,11.6196567136645,0.445359240638759,96.5851991157338,0.965414538001777,0.96435,"Laplace",2
0.467618332916776,11.8434076602699,0.467761651277996,96.3224060894111,0.962787797979288,0.96165,"Laplace",2
0.48988587257948,12.0640148118141,0.490152676384571,96.0567039864171,0.96013198036586,0.958899999999999,"Laplace",2
0.512153412242183,12.2742010134572,0.512545836408709,95.787308316559,0.957439243812673,0.956099999999999,"Laplace",2
0.534420951904887,12.5067478306847,0.534557298225106,95.5138794020991,0.954706193080818,0.953299999999999,"Laplace",2
0.556688491567591,12.6978241693018,0.556975642084895,95.2315595701058,0.951884273442323,0.950399999999999,"Laplace",2
0.578956031230294,12.9010133949377,0.579041204974577,94.9518011874949,0.949087956696351,0.947499999999999,"Laplace",2
0.601223570892998,13.1487736623436,0.601519473667252,94.6580614301219,0.946151889527123,0.944499999999999,"Laplace",2
0.623491110555702,13.399550163934,0.623532868631881,94.3654550412221,0.943227150909382,0.941499999999999,"Laplace",2
0.645758650218405,13.6110480381416,0.645951009782501,94.0613595104951,0.940187572909926,0.938399999999999,"Laplace",2
0.668026189881109,13.7823781617593,0.668054518165445,93.7564472356609,0.937139831168592,0.935299999999999,"Laplace",2
0.690293729543813,14.0397356915631,0.690506756207505,93.4425973703135,0.934002754002211,0.932099999999999,"Laplace",2
0.712561269206516,14.243174009184,0.712593572308327,93.1318280573609,0.930896468407357,0.9289,"Laplace",2
0.73482880886922,14.4389707832073,0.735083150897617,92.8082114130887,0.92766176768737,0.9256,"Laplace",2
0.757096348531923,14.6769407162337,0.757254911132174,92.4856680018657,0.924437794436994,0.9223,"Laplace",2
